line	section	status	keys	quote
1475	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	1	كسرُ رقمٍ = فشلُ السهم
1475	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	no_match	0	ثبات = صعود · كسر = هبوط
1475	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	2	كسرُ شمعة الدعم الجميعُ يتخارج
1475	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	مَن يُثبّت السهمَ عن كسر الدعم فقط المضارب — يضع طلبات
1475	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	1	مضاربٌ يرفع يدَه يهبط
1476	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	no_match	0	ما دخلتُه ولا شريتُه
1476	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	3	هدف 5 = إغلاقُ الشمعة الهابطة
1476	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	هدفٌ أكبر = إغلاقُ أعلى شمعةٍ هابطة
1476	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	2	سيولةٌ ملفتة
1477	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	KWM غدًا تتداول برمزٍ جديد ✅ — بعضُ الأسهم أثناء تغيير الرمز تعطي نسبةً كويّسة وبعضُها لا
1478	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	3	خالف المضاربُ هدفي 7 — أجلس أنتظر والسهمُ يهبط وأنا أتفرّج؟ هذا معنى تفهم قبل وتتعلّم قبل
1479	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	جسمُ شمعةٍ هابطة · **رأسُ شمعةٍ حمرا** اختبر وهبط · رأسُ ثانيةٍ اخترق
1479	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	5	القاع 69 على 4س · 71 على اليوميّ — دقّةُ التحليل مهمّة هذا علم
1479	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	4	ما أدخل مناطق ضبابية: إمّا يختبر القاع ولا يكسره · أو يسحب السيولة لـ60 سنت · أو يثبت فوق 80 سنت — جسمُ آخر شمعةٍ يسار قبل يهبط
1479	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	3	كيف تحسب: **‏0.69+15% = 0.794**
1479	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	6	آخر دعم 60 · تحرّر 95 · الأهداف 1.35 ثم 2⟶2.30
1480	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	5	الصاعد من 3 لـ50 · الهابط إلى 2.40
1480	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	يحلّل ع فريم 5 دقائق
1480	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	3	ضرب 2.43 بشمعتين — **لا زال غيرَ مؤكّدٍ هذا الدعم**
1480	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	3	يُقاس بارتداد مضارب ‏15% وهبوطٍ لاختبار الثبات
1480	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	اللاين الأسود مقاوماتُ المستقبل القريب
1481	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	التحليلُ تصيّدُ السهم **قبل** يطلع
1481	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	3	‏4 مؤشّرات + نماذج + شموع + متوسّط الحركة + تقاطع الماكد + تشبّع RSI · فيبوناتشي · **كلنجر**
1481	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	no_match	0	هل يفشل؟ نعم · هل يحقّق كاملًا؟ ربّما
1482	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	انتظر تكوينَ **الشمعة الثانية بإقفالٍ يوميّ**
1482	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	4	إيجابيّة بعد 8.27 تحرّرٌ من الاتّجاه الهابط · سلبيّة إقفال 6.17
1482	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	تحليلي لأسهم الارتكاز لا يُبنى ع السيولة الحالية — نبحث عن السيولة السابقة المتمركّزة
1482	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	4	كم نسبةُ الوقف؟ لا تمثّل ‏7% من دخولنا 6.50
1482	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	4	الدائرة الزرقا 8.91 · البرتقالي 12
1482	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	no_match	2	يحطّ لك خطّين يرسم فيبوناتشي هذا سواليف
1483	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	4	‏3 صورٍ للتحليل: يوميّ · أسبوعيّ · 4 ساعات
1483	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	10	هبط فيه المضارب من 1.25 إلى 28 سنتًا · **مضاربٌ أقشر** · **صعد من 28 سنتًا بيومٍ واحد إلى 13 دولارًا = 3000%** · الآن كوّن قاعًا عند 3 · الش
1484	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	4	فلوت 712 ألف · شورت 0 · اقتراض 880
1484	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	4	عنده ‏2.06 دعمٌ قويٌّ ما يكسره ‏+ ذيل ‏1.34 سحبُ سيولة
1485	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	2	الأبيض مقاومة — مب شرط نفسه
1485	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	no_match	1	الأزرق فجوة لازم يغطّيها
1485	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	3	لقطوها قروبات ع 20%
1485	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	5	متى تقرّر إيجابيّة السهم: ما كسر القاعَ أكثرَ من 5 جلسات · يصعد 20% · يرجع يختبر الدعم — هذا أصلُ التحليل · الدخولُ بعد الاختبار · طلباتٌ فو
1488	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	1	مقاومات لاين أسود
1488	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	دائمًا أرسم المقاومة باللاين الأسود
1488	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	اللاين الأسود مقاوماتُ المستقبل
1489	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	no_match	0	لازم يغطّيها
1489	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	1	هدفٌ بلا مقاومة
1489	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	no_match	2	سلبيّة إقفال 6.17
1489	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	1	تحرّرٌ من الاتّجاه الهابط
1489	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	مناطق لو تجاوزها تعطيه أهدافًا
1490	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	ذيلُ شمعة التقسيم السابقة … هدف
1493	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	ارتدادُ مضارب
1493	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	السيولةُ السابقة المتمركّزة
1496	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	‏13 شمعة ساقطة
1496	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	الضغطُ زنادُ الجاهزية
1496	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	القروبُ يرفع 20% ثم يهبط
1496	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	no_match	0	ثبات = صعود · كسر = هبوط
1496	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	الشمعةُ الثانية بإقفالٍ يوميّ
1496	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	no_match	1	ضرب بشمعتين لا زال غيرَ مؤكّد
1501	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	3	أكثرَ من **5** جلسات · يصعد **20%**
1502	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	3	‏7% **من دخولنا** 6.50
1503	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	لا يُبنى ع السيولة الحالية — السيولةُ السابقة المتمركّزة
1504	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	1	فوق 50 عشان يكمل صعودَه
1505	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	تحت المتوسّطات 10%
1505	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	1	بعد الاختبار
1505	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	3	‏10-20% تحت سعر التحليل
1508	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	no_match	0	**صدر خبر** · لم أبحث
1509	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	partial	3	لقطوها قروبات ع 20% وهبطت علينا ودخلنا من جديد
1509	§سابع وعشرون — دفعة 2026-09-18 (‏85 صورة ⟶ ‏59 متمايزة · 	covered	2	القروب يُلغي الأهداف مؤقّتًا
